Key,SourceString,Comment
LoadingScreen_08_ShipOnFire,"Trade never sleeps. Titan's citizens barely do, either, thanks to the incessant roar of low-atmosphere ship combat.",
LoadingScreen_09_Capitalism,"The nightlife of Titan is punctuated with effervescent lights, Corporate advertising, and rain-soaked denizens.",
LoadingScreen_10_Construction,"Kaner Machines™ allow skyscrapers to be built in record time. Vectal Laser Technology® prints a nanoweave lattice of Minerals and Isotopes.",
LoadingScreen_11_Migrants,"Whenever a corporate venture on Titan fails, everyone who hasn't been saddled with the debt and the blame scrambles to find a new venture to attach themselves to.",
LoadingScreen_12_Sun,"Like all things on Titan, the amount of mechanical sunlight each part of the moon receives is not equal. Only the rich can afford to live in the brightest areas. Fragile bones are often reinforced with bodymods in Titan's poor, hence the nickname “bow legs” for Darkside Dwellers.",
LoadingScreen_13_Garage,"If they can afford it, logistics staff are advised to mod their hands with titanium bones. Otherwise, they're liable to lose a few fingers over the course of their career.",
LoadingScreen_14_ShipsBattle,"Rebel attacks are more common than those from corporations because warbonds, the tithe the Council demands in exchange for being allowed to fight other corps, are an expense few cities are large enough to afford.",
PlayerName_PLAYER_COUNCIL_Name,"Council",
PlayerName_PLAYER_NONE_Name,"(None)",
PlayerName_PLAYER_ONE_Name,"Your Corp.",
PlayerName_PLAYER_TWO_Name,"Coalescent",
PlayerName_PLAYER_THREE_Name,"Aegis",
PlayerName_PLAYER_FOUR_Name,"Blah",
PlayerName_PLAYER_FIVE_Name,"Bloops",
PlayerName_PLAYER_REBEL_Name,"Rebels",
SHIPYARD_TOOMANYWEAPONS,"Commander:You've attempted to add too many weapons!  This hull only supports a maximum of *{0}* weapons.",
SHIPYARD_TOOMANYLIFEFUPPORTS,"Commander:You can't add more than *4* Life Support systems!",
SHIPYARD_TOOMANYBEDS,"Commander:You can't add more than *12* Crew Pods!",
Dialog_Shipyard_Enter_Shipover,"Commander:You already have a ship hovering over the shipyard.  You need to fly it away before we can build and launch another!",
PLAYERACTION_CINEMATIC_REENGAGE_FIRST_ENEMY_TITLE,"Enemy Beyond City Limits",
PLAYERACTION_CINEMATIC_REENGAGE_FIRST_ENEMY_BODY,"Finish them off!",
PLAYERACTION_CINEMATIC_ENCOUNTERED_HOSTILE_TITLE,"Hostile Encountered - Submit War Bond",
PLAYERACTION_CINEMATIC_ENCOUNTERED_HOSTILE_BODY_CANPAY,"The council demands that you *pay the required war bond* to engage in corporation hostilities.",
PLAYERACTION_CINEMATIC_ENCOUNTERED_HOSTILE_BODY_UNABLETOPAY,"The council demands that you *pay the required war bond* to engage in corporation hostilities, but you *do not have enough credits*.",
PLAYERACTION_CINEMATIC_ENCOUNTERED_REBEL_TITLE,"Rebel Ship Encountered!",
PLAYERACTION_CINEMATIC_REENGAGE_FIRST_REBEL_BODY,"Rebels are a thorn in the side of The Council. You can attack them *without paying the usual War Bond*.",
BUTTON_ATTACK,"Attack!",
BUTTON_FLEE,"Flee...",
BUTTON_BEGIN,"Begin",
BUTTON_ENGAGE,"Engage!",
BUTTON_CANTENGAGE,"Can't Afford",
ActionKeySettings_ChordFormat,"{Ctrl}{Alt}{Shift}{Cmd}+{Key}",
ActionKeySettings_Alt,"Alt",
ActionKeySettings_Ctrl,"Ctrl",
ActionKeySettings_Cmd,"Cmd",
ActionKeySettings_Shift,"Shift",
ActionKeySettings_Overrides_Delete,"Del",
ActionKeySettings_Overrides_LMB,"LMB",
ActionKeySettings_Overrides_RMB,"RMB",
Codex_Title,"Codex",
Loading_Loading,"Loading",
Loading_PressAnyKey,"Press any key to continue",
Loading_Codex_Title,"Codex",
Loading_Codex_1,"Titan's thick atmosphwere and artificial sun made it the only place in the solar system where ruins of a long-dead civilization survived intact.",
WorkerWindow_Title,"Employee Management",
WorkerWindow_Description,"[employees] carry out your assignments. \n[citizens] inhabit your Corporation.",
WorkerWindow_TempTaskExplanation,"[employees] unassigned to a full-time job will work any available temporary tasks.",
WorkerWindow_CreateWorkersExplanation,"Spend Artifacts at a [device:DEVICE_TRAININGSTATION] or a Conversion Center to convert *Citizens into Employees*.",
WorkerWindow_StatsSubtitle,"Current State:",
WorkerWindow_IdleCountLabel,"Idle",
WorkerWindow_TempJobCountLabel,"Temp Job",
WorkerWindow_FullTimeJobCountLabel,"Full-time Job",
WorkerWindow_InShipCountLabel,"In Ships",
WorkerWindow_TotalLaborerCountLabel,"Total Employees",
WorkerWindow_Population,"Population",
WorkerWindow_InTraining,"In Training",
WorkerWindow_TempJobCategoryTitle,"Temporary Jobs",
WorkerWindow_FullTimeJobCategoryTitle,"Full-Time Jobs",
WorkerWindow_InShipJobCategoryTitle,"Ships",
ConvertWorkerTooltip_CanConvert,"Can convert",
ConvertWorkerTooltip_CannotConvert,"Cannot convert",
ConvertWorkerTooltip_ConvertCost,"Conversion cost:",
WorkerWindow_BuyButton_Label,"Employees in training",
WorkerWindow_BuyButton_CostFormat,"[credits:{Credits}]",
WorkerWindow_BuyButton_NoPopulation,"No [citizens] available to convert. Acquire [citizens] from Migrant Ships.",
WorkerWindow_BuyButton_NoTrainingSlots,"No conversion Devices for training [citizens]. Build a [device:DEVICE_TRAININGSTATION].",
WorkerWindow_BuyButton_FullTrainingSlots,"No conversion slots available to train [citizens].",
WorkerWindow_BuyButton_NotEnoughResources,"Cannot afford to convert [citizen] into [employee].",
WorkerWindow_BuyButton_NotEnoughSupply,"Cannot support more [employees], build more [device:DEVICE_TRAININGSTATION]",
WorkerWindow_BuyButton_NoPower,"Cannot train [employee] while power is offline.",
WorkerWindow_BuyButton_Success,"Train a [citizen] to become an [employee].",
WorkerWindow_CurrentPopulation,"Citizens:",
WorkerWindow_Working,"Working:",
WorkerWindow_Idle,"Idle:",
WorkerWindow_TrainingCount,"Training:",
WorkerWindow_WorkerCount,"Employees:",
WorkerWindow_ScheduledTasks,"Scheduled tasks",
WorkerWindow_Workers,"Employees",
WorkerWindow_NoWorkers,"No Employees",
WorkerWindow_NoWorkersInShips,"No Employees in Ships",
WorkerWindow_NoScheduledTasks,"No Scheduled Tasks",
WorkerWindow_Checklist_Title,"Requirements:",
WorkerWindow_Checklist_LivingSpace,"Build\nliving\nspace",
WorkerWindow_Checklist_Population,"Get migrants",
WorkerWindow_Checklist_ConversionCapsule,"Build\nconversion\ncapsule",
WorkerWindow_SimpleMode,"Simple",
WorkerWindow_ComplexMode,"Advanced",
WorkerWindow_DragDropExplanation,"Drag & drop job lines to change employee priorities:",
WorkerTask_General_Name,"General",
WorkerTask_General_Description,"General",
WorkerTask_Transportation_Name,"Transportation",
WorkerTask_Transportation_Description,"Transportation",
WorkerTask_Construction_Name,"Construction",
WorkerTask_Construction_Description,"Construction",
WorkerTask_Fabrication_Name,"Fabrication",
WorkerTask_Fabrication_Description,"Fabrication",
WorkerTask_ResourceProcessing_Name,"Resource Processing",
WorkerTask_ResourceProcessing_Description,"Resource Processing",
WorkerTask_Research_Name,"Research",
WorkerTask_Research_Description,"Research",
WorkerTask_MilitaryGunner_Name,"Military - Gunner",
WorkerTask_MilitaryGunner_Description,"Military - Gunner",
WorkerTask_MilitaryGeneral_Name,"Military - General",
WorkerTask_MilitaryGeneral_Description,"Military - General",
WorkerTask_Office_Name,"Office",
WorkerTask_Office_Description,"Office",
WorkerTask_Mining_Name,"Mining",
WorkerTask_Mining_Description,"Mining",
WorkerAllocation_TooltipFormat,"Set [employees] to {WorkerCount}.",
WorkerAllocation_WorkersAssigned,"Employees assigned:",
TopLocationTab_City,"City",
TopLocationTab_Shipyard,"Shipyard",
TopLocationTab_Combat,"Combat",
TopLocationTab_BackToCity,"Return to City",
LogWindow_Title,"Log",
BuildingInterior_FloorSelectionTitle,"Change Floor",
BuildingInterior_CombatFloorButtonLabel,"Combat Floor",
BuildingInterior_CombatFloorButtonTooltip,"View the *Combat Floor*",
BuildingInterior_Floor0ButtonLabel,"Floor 1",
BuildingInterior_Floor0ButtonTooltip,"View *Level 1*",
BuildingInterior_Floor1ButtonLabel,"Floor 2",
BuildingInterior_Floor1ButtonTooltip,"View *Level 2*",
BuildingInterior_Floor2ButtonLabel,"Floor 3",
BuildingInterior_Floor2ButtonTooltip,"View *Level 3*",
BuildingInterior_CombatFloorInaccessibleTooltip,"Combat floor disabled for *Early Access*.",
BuildingInterior_NoRegularFloorTooltip,"*Command Centers* do not have regular floors.",
MigrantWindow_Title,"Offworld Migrations",
MigrantWindow_DescriptionBeforeUnlock,"Unlock the *Spaceport* to access *Migrant Ships* which you can buy using [influence].\nShips arrive from different planets bringing\n[citizens], [minerals] and [isotopes].",
MigrantWindow_Explanation,"Exchange [influence] for the contents of Migrant ships. \nShips may contain [citizens], [minerals] and [isotopes].",
MigrantWindow_AvailablePopulationSpace,"Living Space",
MigrantWindow_NoSpaceWarning,"No space for migrants",
MigrantWindow_CurrentInfluence,"Influence",
MigrantWindow_LaneStatusEnRoute,"En Route",
MigrantWindow_LaneStatusDocked,"Docked",
MigrantWindow_LaneStatusDelivering,"Delivering",
MigrantWindow_IncomingShipsColumn,"Incoming Ships",
MigrantWindow_Sold,"Sold",
MigrantWindow_NoBids,"Not claimed",
MigrantWindow_NoMigrants,"None",
MigrantWindow_NoAuctionPhase_Title,"Travelling",
MigrantWindow_NoAuctionPhase_IncomingShipCountFormat,"{ShipsList} {ShipTypeCount}|plural(one=Migrant Ship, other=Migrant Ships) are en route to the Council Space Station.",
MigrantWindow_NoAuctionPhase_Description,"Prepare living space and influence if you want to claim migrants.",
MigrantWindow_OpenAuctionPhase_Title,"Claim Ships",
MigrantWindow_ClosedAuctionPhase_Title,"Results",
MigrantWindow_TimeLeftFormat,"{Time}",
MigrantWindow_CannotBid_NoLivingSpaceReason,"Not enough\n*Living Space*",
MigrantWindow_CannotBid_NoResourceSpaceReason,"Not enough\n*Spaceport Storage*",
MigrantWindow_CannotBid_NotEnoughInfluenceReason,"Not enough *Influence*",
MigrantWindow_Cargo,"Cargo:",
MigrantWindow_ConfirmChoiceButtonLabel,"Confirm Choice",
MigrantWindow_MigrantStorage,"Spaceport Storage",
MigrantWindow_MigrantStorageShort,"Spaceport",
MigrantWindow_ShipSizeCount_Format,"*{ShipCount} {ShipSize}*",
MigrantWindow_ShipSize_Small,"Small",
MigrantWindow_ShipSize_Medium,"Medium",
MigrantWindow_ShipSize_Large,"Large",
MigrantWindow_ShipSize_ExtraLarge,"Extra Large",
MigrantLane_LaneEarth_Name,"Earth",
MigrantLane_LaneVenus_Name,"Venus",
MigrantLane_LaneMars_Name,"Mars",
MigrantLane_LaneJupiter_Name,"Jupiter",
MigrantLane_LaneMoon_Name,"Luna",
MigrantShip_AS0_Name,"Glückauf SwiftCarrier",
MigrantShip_AS0_Description,"It's built for speed, not for comfort. Who cares if the ride is painful, so long as it's short?",
MigrantShip_AS1_Name,"Procella XS",
MigrantShip_AS1_Description,"Cheap to buy, operate, and resell. A favored vessel for low-cost shipping firms and smugglers alike.",
MigrantShip_AS2_Name,"Imbrium Micro",
MigrantShip_AS2_Description,"Stationhands say it's like ""a shoebox, with jets taped on."" Passengers say the same... with less affection.",
MigrantShip_AM0_Name,"Cadence",
MigrantShip_AM0_Description,"An elegant cruiser, likely produced in the lunar shipyards.",
MigrantShip_AM1_Name,"Clydesfall Ranger",
MigrantShip_AM1_Description,"Originally a short-hop Luna-Earth vessel, Clydesfall's new model can go all the way to Titan. (Most of the time.)",
MigrantShip_AM2_Name,"Meno 67",
MigrantShip_AM2_Description,"The Meno has _half_ the number of vibration dampeners required to land safely on Earth. Solution: don't land one on Earth.",
MigrantShip_AM3_Name,"Kona XClass",
MigrantShip_AM3_Description,"The CEO of Kona Enterprises was recently jailed for war crimes on Mars. Kona vessel sales have since increased by 20%.",
MigrantShip_AL0_Name,"Cruise Ship 'Melody'",
MigrantShip_AL0_Description,"Harkening back to sea-based cruises on ancient Earth, the 'Melody' boasts the latest in comfort and style.",
MigrantShip_AL1_Name,"Mare Airliner 340",
MigrantShip_AL1_Description,"Reliable and efficient. However, this model's passenger berths are notoriously uncomfortable.",
MigrantShip_AL2_Name,"Ayla Freightmaster",
MigrantShip_AL2_Description,"Freightmasters are _solid_ ships. Do not carelessly bump one with your vessel in the spaceport. They will win that fight.",
MigrantShip_AL3_Name,"Arecibo Goliath 2",
MigrantShip_AL3_Description,"A Goliath 1 launch bug destroyed the Paris Space Elevator. Arecibo paid serious damages. Goliath 2 is safe, they claim.",
MigrantShip_BS0_Name,"MSS Tigris",
MigrantShip_BS0_Description,"Mars ships like the 'Tigris' are a mixture of hauler and armoured carrier.",
MigrantShip_BS1_Name,"Tharsis 2500",
MigrantShip_BS1_Description,"Patriotically Mars red. Patriotically Martian-made. Patriotically subject to Mars's extremely lax vehicle testing laws.",
MigrantShip_BS2_Name,"Argyre 13A",
MigrantShip_BS2_Description,"Argyres go light on insulation. The bulkheads behind the engines get so hot during flight, you can fry a meal on them.",
MigrantShip_BS3_Name,"Diacria Model 10",
MigrantShip_BS3_Description,"Due to a design flaw, most Model 10s smell strongly of (highly toxic) spaceship fuel. They also explode easily.",
MigrantShip_BM0_Name,"MSS Athena",
MigrantShip_BM0_Description,"Mars continues to innovate in the field of hybrid transports, equally suited for personnel and cargo.",
MigrantShip_BM1_Name,"Noachis Cruiser",
MigrantShip_BM1_Description,"Many older Martian tradespeople immigrated to Mars in a Noachis. It's impressive that these ships are still flying.",
MigrantShip_BM2_Name,"Phobian KQ",
MigrantShip_BM2_Description,"Captains love getting assigned to a Phobian. They have comfy officers' quarters, carry top-of-the-line docking software, and almost never explode.",
MigrantShip_BM3_Name,"Aurora NonLux",
MigrantShip_BM3_Description,"Slightly non-luxurious. Okay, very non-luxurious. Not luxurious at all. Very fast and fuel-efficient, though.",
MigrantShip_BL0_Name,"Olympus MegaMover",
MigrantShip_BL0_Description,"Most MegaMovers are retrofitted live-freight vessels. (This is why the passenger compartments smell like rotten algae.)",
MigrantShip_BL1_Name,"Flammarion AIS",
MigrantShip_BL1_Description,"Sold as pure-AI ships. Unfortunately for Flammarion, refitting one for a human crew is cheaper than the AI subscription.",
MigrantShip_BL2_Name,"Wells XCraft Heavy",
MigrantShip_BL2_Description,"Notoriously easy for pirates to board and hijack. Many owners install aftermarket docking-guards.",
MigrantShip_CS0_Name,"FOI FerryJet",
MigrantShip_CS0_Description,"Foshan Orbital Industries never sacrifices beauty for speed. If you hire the best engineers on Earth, you can have both.",
MigrantShip_CS1_Name,"Nazca UltraLight",
MigrantShip_CS1_Description,"A freighter so elegant, it looks like a luxury party ship. Favored by mining corp executives who commute to the Belt.",
MigrantShip_CS2_Name,"Strathcona 28",
MigrantShip_CS2_Description,"It's a great ship: well-built, fast, and easy to repair, too. Buying one might empty your bank account.",
MigrantShip_CM0_Name,"Minas Gerais 90K",
MigrantShip_CM0_Description,"The 90K is the only model of interplanetary transport vessel to have been designed using data-driven popular opinion algorithms.",
MigrantShip_CM1_Name,"Atacama 505",
MigrantShip_CM1_Description,"Need to transport goods in style? the Atacama's largest cargo bay can be converted into a ballroom.",
MigrantShip_CM2_Name,"AXQ Clipper",
MigrantShip_CM2_Description,"The Clipper spawned several popular commercials about a handsome captain who romances hot cyborgs in his roomy suite.",
MigrantShip_CL0_Name,"Pacifica UltraLiner",
MigrantShip_CL0_Description,"On the Titan route, passengers enjoy many opportunities to stare out its patented VistaWindows at... absolutely nothing.",
MigrantShip_CL1_Name,"Montane Prime ",
MigrantShip_CL1_Description,"Boasting a heated swimming pool and three restaurants, it’s easy to justify the staggering price of a ticket aboard the Prime.",
MigrantShip_CL2_Name,"Aramis 9090",
MigrantShip_CL2_Description,"The interior boasts a set of interlocking rooms which make the Aramis perfect for the ever-popular murder mystery cruises.",
MigrantShip_DS0_Name,"Kepler Shortrange",
MigrantShip_DS0_Description,"Thousands of Keplers fly between Titan and the Belt every week. Stationhands often make a game out of Kepler-counting.",
MigrantShip_DS1_Name,"Staggard X-M17",
MigrantShip_DS1_Description,"Though it’s advertised as a 3-person ship, mining companies have been known to squeeze crews of 10 into an X-M17.",
MigrantShip_DS2_Name,"Khan Strongarm",
MigrantShip_DS2_Description,"Khan Incorporated was the biggest natural gas extraction company before they patented their specialised ship designs.",
MigrantShip_DM0_Name,"Reddy M-Type",
MigrantShip_DM0_Description,"Often used to re-crew mining stations. Its interior passages are designed to hinder labor uprisings and mutinies.",
MigrantShip_DM1_Name,"Gaspra 700",
MigrantShip_DM1_Description,"Sturdy and reliable… if you install a full suite of aftermarket modifications, that is.",
MigrantShip_DM2_Name,"L-22 Reynard",
MigrantShip_DM2_Description,"The lack of stabilizers on the Reynard makes every docking a nauseating ordeal.",
MigrantShip_DL0_Name,"Vesta HT",
MigrantShip_DL0_Description,"The Vesta Company claims the HT can evacuate a collapsing mining rig in under 35 minutes. Nobody has tested this.",
MigrantShip_DL1_Name,"Pioneer GigaMark",
MigrantShip_DL1_Description,"Miners in the Belt fit their Pioneers with fuel refineries. They stay adrift for years—well, until the food runs out.",
MigrantShip_DL2_Name,"Mori H",
MigrantShip_DL2_Description,"Mori vessels have a unique feature which allows the captain to 'explosively' jettison all cargo—including passengers.",
MigrantShip_CSS0_Name,"Light Freighter 'Shimmer'",
MigrantShip_CSS0_Description,"A standard workhorse of Saturn and its moons.",
MigrantShip_CSS1_Name,"Skywaymax 21",
MigrantShip_CSS1_Description,"A crew of two can fly this barge alone. Sometimes, insurance companies send a heavily-armed third to watch them.",
MigrantShip_CSS2_Name,"Trenton E-Class",
MigrantShip_CSS2_Description,"A great low-cost ship often used for natural gases. Because of that, the E-Class usually represents around 40% of ships involved in disasters in any given year.",
MigrantShip_CSS3_Name,"Weshi V09",
MigrantShip_CSS3_Description,"The experimental building material used on this model causes the floor to always feel vaguely sticky, no matter how many times it's scrubbed.",
MigrantShip_CSM0_Name,"SCV 'Narwhal'",
MigrantShip_CSM0_Description,"Larger freighters such as this are the natural evolution of old Earth cargo ships. Containers strapped to an engine, flung across the solar system.",
MigrantShip_CSM1_Name,"Liu Handymax",
MigrantShip_CSM1_Description,"Originally designed and marketed as ""self-loading,"" but the original crane firmware killed too many dockhands.",
MigrantShip_CSM2_Name,"Helo Traverser",
MigrantShip_CSM2_Description,"Its ultra-lightweight hull makes it suitable only for short trips, but that's not always how it's used...",
MigrantShip_CSM3_Name,"Marelo Pikmax",
MigrantShip_CSM3_Description,"Famously used by Drek Monclair to hold his CEO captive in the Mining Rebellion twenty years ago.",
MigrantShip_CSL0_Name,"Heavy Freighter 'Ceti'",
MigrantShip_CSL0_Description,"The largest class of transport ships, like the *Ceti*, can transport enough resources to sustain a small colony for years. If the colony can afford them.",
MigrantShip_CSL1_Name,"Titanmax Heavyclass",
MigrantShip_CSL1_Description,"The largest barge allowed at Titan's Council docks. Crewed by ten humans' and nearly a thousand maintenance droids.",
MigrantShip_CSL2_Name,"ParaMesquite 3-21",
MigrantShip_CSL2_Description,"To this day, designer Joha Paranash claims that the design for this ship came to him in a dream, after a rival corp accused him of plagiarism.",
MigrantShip_CSL3_Name,"X-Parish",
MigrantShip_CSL3_Description,"This was the first ship that Wexlam Inc. made ten years ago, and every design since has failed to live up to the X-Parish's popularity.",
Tech_TECH NONEOREUNKNOWN,"Unknown",
Tech_TECH_RED_Name,"Military",
Tech_TECH_YELLOW_Name,"Economic",
Tech_TECH_BLUE_Name,"Control",
RepairButtonTooltip_Unknown,"Cannot repair: unknown reason",
RepairButtonTooltip_FullHealth,"Cannot repair Building at *full health*.",
RepairButtonTooltip_UnderConstruction,"Cannot repair Building under construction.",
RepairButtonTooltip_CannotMeetCosts,"*Cannot afford* repair costs.",
RepairButtonTooltip_AlreadyHaveRepairTask,"Already repairing.",
RepairButtonTooltip_Success,"Click to assign repair task. Repairs will cost Credits over time to complete.",
RepairButtonTooltip_HealthFormat,"{HP} Health points",
Resource_RESOURCE_CREDIT_Name,"Credits",
Resource_RESOURCE_STORABLE_START_Name,"Unrefined Minerals",The key is because the enum is the same value...
Resource_RESOURCE_UNREFINED_MINERALS_Name,"Unrefined Minerals",
Resource_RESOURCE_MINERALS_Name,"Minerals",
Resource_RESOURCE_MINERALS_Description,"*Minerals* are the basic building-blocks of all construction on Titan. They can be used to construct devices, buildings and much more.",
Resource_RESOURCE_UNREFINED_ISOTOPES_Name,"Unrefined Isotopes",
Resource_RESOURCE_UNSTABLE_ISOTOPES_Name,"Unstable Isotopes",
Resource_RESOURCE_ISOTOPES_Name,"Isotopes",
Resource_RESOURCE_ISOTOPES_Description,"*Isotopes* are used to construct high-tech buildings.",
Resource_RESOURCE_WASTE_Name,"Waste",
Resource_RESOURCE_WASTE_Description,"*Waste* is a by-product of many industrial processes. It can be burned in *Smokestacks*, producing harmful pollution.",
Resource_RESOURCE_WASTE_TOXIC_Name,"Toxic Waste",
Resource_RESOURCE_RED_ARTIFACT_Name,"{Count}|plural(one=Red Artifact,other=Red Artifacts)",
Resource_RESOURCE_BLUE_ARTIFACT_Name,"{Count}|plural(one=Blue Artifact,other=Blue Artifacts)",
Resource_RESOURCE_YELLOW_ARTIFACT_Name,"{Count}|plural(one=Yellow Artifact,other=Yellow Artifacts)",
Resource_RESOURCE_INFLUENCE_Name,"Influence",
Resource_RESOURCE_NONE_Name,"Available",
ResourceTable_CheckAllLabel,"All Resources",
Generic_ListItem_Any,"{First}, {Second}",List of items
Generic_ListItem_Last,"{First} and {Second}",Last entry in a list of items
Generic_ResourceFormat,"{Amount} {Resource}",
Generic_CancelButtonLabel,"Cancel",
Generic_Duration_DaysFormat_Long,"{Days} {Days}|plural(one=hour,other=hours)",
Generic_Duration_DaysFormat_Short,"{Days} {Days}|plural(one=hr,other=hrs)",
Generic_Duration_HoursFormat_Long,"{Hours} {Hours}|plural(one=minute,other=minutes)",
Generic_Duration_HoursFormat_Short,"{Hours} {Hours}|plural(one=min,other=mins)",
Generic_Duration_MinutesFormat_Long,"{Minutes} {Minutes}|plural(one=second,other=seconds)",
Generic_Duration_MinutesFormat_Short,"{Minutes} {Minutes}|plural(one=sec,other=secs)",
Generic_Duration_Instant,"Complete",
Generic_Duration_HoursMinutesFormat,"{Hours} {Minutes}",
Generic_Duration_DaysHoursMinutesFormat,"{Days} {Hours} {Minutes}",
Generic_Number_Thousands,"{Number}k",
Generic_Number_Millions,"{Number}M",
Job_JOBTYPE_NONE_Name,"Idle",
Job_JOBTYPE_CONSTRUCTION_WORKERDELIVERY_Name,"Construction delivery",
Job_JOBTYPE_DELIVERY_Name,"General delivery",
JobHeader_JOBTYPE_DEVICE_CONSTRUCTION_Name,"Construct *{Device}*",
JobConstructing_JOBTYPE_DEVICE_CONSTRUCTION_Name,"Constructing *{Device}*",
Job_JOBTYPE_DEVICE_CONSTRUCTION_Name,"Construct *{Device}* (Bring *{Qty}* *{Resource}* from *{FromBuilding}*)",
Job_JOBTYPE_DEVICE_INSTALL_Name,"",
Job_JOBTYPE_DEVICE_DISMANTLE_Name,"Dismantling Device",
Job_JOBTYPE_DEVICE_REPAIR_Name,"Repairing Device",
Job_JOBTYPE_MINEBYHAND_Name,"Mining by hand",
Job_JOBTYPE_SHIP_CONSTRUCTION_Name,"Ship Construction",
Job_JOBTYPE_SHIP_CONSTRUCTION_SIMPLIFIED_Name,"Ship Construction",
Job_JOBTYPE_STORAGE_Name,"Storage",
JobHeader_JOBTYPE_TILE_COMPLETION_Name,"Constructing *{Building}*",
Job_JOBTYPE_TILE_COMPLETION_Name,"Constructing *{Building}*",
JobHeader_JOBTYPE_TILE_CONSTRUCTION_Name,"Construct *{Building}*",
Job_JOBTYPE_TILE_CONSTRUCTION_Name,"Construct *{Building}* (Bring *{Qty}* *{Resource}* from *{FromBuilding}*)",
Job_JOBTYPE_RUIN_DEMOLITION_Name,"*Salvage* Ruin",
Job_JOBTYPE_TILE_DEMOLITION_Name,"*Salvage* Ruin",
Job_JOBTYPE_TILE_DEMOLITION_NameB,"*Destroy* Ruin",
Job_JOBTYPE_TILE_DEMOLITION_Building_Name,"*Dismantle* {BuildingName}",
Job_JOBTYPE_TILE_REPAIR_Name,"Repairing Building",
Job_JOBTYPE_TILE_REPAIR_COMPLETION_Name,"Repairing Building",
Job_JOBTYPE_TRADE_Name,"Trading",
Job_JOBTYPE_TRUCK_COMPLETION_Name,"Completing Truck",
Job_JOBTYPE_TRUCK_CONSTRUCTION_Name,"Constructing Truck",
Job_JOBTYPE_SURVEY_Name,"*Survey* Ruin",
Job_JOBTYPE_SALVAGE_Name,"*Salvage* Ruin",
Job_JOBTYPE_DISSECT_Name,"*Extract* Ruin",
Job_JOBTYPE_POP_SLEEP_Name,"Sleeping",
Job_JOBTYPE_WORKER_HEAL_Name,"Healing",
Job_JOBTYPE_WORKER_OPERATE_Name,"Operating",
Job_JOBTYPE_POP_CONVERT_Name,"Convert [citizen] to [employee]",
PrioritizedJobNumberFormat,"#{Number}",
JobCategory_None_Name,"None",
JobCategory_Prioritized_Name,"Prioritized Tasks",
JobCategory_RepairMilitary_Name,"Repair Military",
JobCategory_RepairNonMilitary_Name,"Repair Non-military",
JobCategory_ConstructDevice_Name,"Construct Device",
JobCategory_ConstructBuilding_Name,"Construct Building",
JobCategory_ConstructShip_Name,"Construct Ship",
JobCategory_UpgradeBuilding_Name,"Upgrade Building",
JobCategory_ConnectBuilding_Name,"Connect Building",
JobCategory_MoveMinerals_Name,"Move Minerals",
JobCategory_MoveIsotopes_Name,"Move Isotopes",
JobCategory_MoveWaste_Name,"Clean Waste",
JobCategory_RuinSurvey_Name,"Survey Ruins",
JobCategory_RuinSalvage_Name,"Salvage Ruins",
JobCategory_RuinExtract_Name,"Extract Ruins",
JobCategory_DismantleDevice_Name,"Dismantle Device",
JobCategory_DismantleBuilding_Name,"Dismantle Building",
JobCategory_BurnWaste_Name,"Supply Smokestack",
JobCategory_EmptyMine_Name,"Empty Mines",
SimpleJobCategory_Repair_Name,"Repair",
SimpleJobCategory_Construct_Name,"Construct",
SimpleJobCategory_MoveResources_Name,"Move Resources",
SimpleJobCategory_MoveWaste_Name,"Clean Waste",
SimpleJobCategory_RuinSurvey_Name,"Survey Ruins",
SimpleJobCategory_RuinSalvage_Name,"Salvage Ruins",
SimpleJobCategory_RuinExtract_Name,"Extract Ruins",
SimpleJobCategory_Dismantle_Name,"Dismantle",
SimpleJobCategory_Cleanup_Name,"Cleanup",
Job_Paused,"Paused",
Job_Pause,"Pause",
Job_Cancel,"Cancel",
Job_Resume,"Resume",
Job_Prioritize,"Prioritize",
Job_Prioritized,"Prioritized",
Job_CannotPrioritizeTooltip,"Cannot change priority on jobs that are already underway.",
Job_PrioritizeTooltip,"Mark this job as Prioritized, *moving it to the top of the job list*.",
Worker_PickingUpResources_ForDevice,"Picking up *{Qty}* *{Resource}* for *{Device}* in *{Building}* from *{FromBuilding}*",
Worker_DeliveringResources_ToDevice,"Delivering *{Qty}* *{Resource}* to *{Device}* in *{Building}*",
Worker_Constructing_Device,"Constructing *{Device}* in *{Building}*",
Worker_PickingResources_ForBuilding,"Picking up *{Qty}* *{Resource}* for *{Building}* from *{FromBuilding}*",
Worker_DeliveringResources_ToBuilding,"Delivering *{Qty}* *{Resource}* to *{Building}*",
Worker_Constructing_Building,"Constructing *{Building}*",
Worker_WalkingTo_SalvagingRuin,"Walking to Ruin to *Salvage* its Contents",
Worker_SalvagingRuin,"*Salvaging* Ruin's Contents",
Worker_WalkingTo_DestroyRuin,"Walking to Ruin to *Destroy* it",
Worker_DestroyRuin,"*Destroying* Ruin",
Worker_WalkingTo_SurveyingRuin,"Walking to Ruin to *Survey* it",
Worker_SurveyingRuin,"*Surveying* Ruin",
Worker_WalkingTo_ExtractingRuin,"Walking to Ruin to *Extract* its Contents",
Worker_ExtractingRuin,"*Extrating* Ruin's Contents",
Tutorial_IconTooltip,"Do this next!",
WinLoseScreen_WinTitle,"Victory!",
